CASE_NUMBER,CASE_STATUS,DECISION_DATE,VISA_CLASS,JOB_TITLE,SOC_CODE,SOC_TITLE,FULL_TIME_POSITION,TOTAL_WORKER_POSITIONS,NEW_EMPLOYMENT,CHANGE_EMPLOYER,EMPLOYER_NAME,EMPLOYER_FEIN,EMPLOYER_STATE,WORKSITE_CITY,WORKSITE_STATE,WAGE_RATE_OF_PAY_FROM,WAGE_UNIT_OF_PAY,PREVAILING_WAGE,PW_UNIT_OF_PAY,PW_WAGE_LEVEL,H-1B_DEPENDENT,WILLFUL_VIOLATOR
I-200-2025-00120,Certified,2025-02-03,H-1B,Data Scientist,15-2051.00,Data Scientists,Y,1,0,0,Desert Health System,00-0000004,AZ,Demo City,AZ,79300.0,Year,69300.0,Year,III,N,N
I-200-2025-00121,Certified,2025-02-25,H-1B,Software Developer,15-1252.00,Software Developers,Y,2,1,0,"Acme Analytics, Inc.",00-0000000,AZ,Demo City,AZ,70200.0,Year,68000.0,Year,II,N,N
I-200-2025-00122,Denied,2025-01-09,H-1B,Industrial Engineer,17-2112.00,Industrial Engineers,Y,1,1,0,Quantfield Capital L.P.,00-0000002,NY,Demo City,NY,114200.0,Year,107200.0,Year,I,N,N
I-200-2025-00123,Certified - Withdrawn,2025-08-08,H-1B,Data Scientist,15-2051.00,Data Scientists,Y,1,1,0,"Acme Analytics, Inc.",00-0000000,AZ,Demo City,AZ,149400.0,Year,135100.0,Year,II,N,N
I-200-2025-00124,Certified,2024-12-13,H-1B,Software Developer,15-1252.00,Software Developers,Y,2,1,0,Northstar Consulting Corp,00-0000003,IL,Demo City,IL,71000.0,Year,59100.0,Year,IV,N,N
I-200-2025-00125,Certified,2024-12-09,H-1B,Operations Research Analyst,15-2031.00,Operations Research Analysts,Y,1,0,0,Northstar Consulting Corp,00-0000003,IL,Demo City,IL,107800.0,Year,101000.0,Year,I,N,N
I-200-2025-00126,Certified,2025-07-11,H-1B,Software Developer,15-1252.00,Software Developers,Y,1,1,0,"Acme Analytics, Inc.",00-0000000,AZ,Demo City,AZ,113200.0,Year,110800.0,Year,III,N,N
I-200-2025-00127,Certified,2025-07-26,H-1B,Data Scientist,15-2051.00,Data Scientists,Y,2,0,0,"Acme Analytics, Inc.",00-0000000,AZ,Demo City,AZ,85300.0,Year,81500.0,Year,,N,N
I-200-2025-00128,Certified,2025-04-30,H-1B,Data Scientist,15-2051.00,Data Scientists,Y,2,0,0,"Acme Analytics, Inc.",00-0000000,AZ,Demo City,AZ,109100.0,Year,108400.0,Year,III,N,N
I-200-2025-00129,Certified,2025-07-16,H-1B,Financial and Investment Analyst,13-2051.00,Financial and Investment Analysts,Y,2,1,0,"Acme Analytics, Inc.",00-0000000,AZ,Demo City,AZ,83100.0,Year,76300.0,Year,I,N,N
I-200-2025-00130,Certified,2024-11-27,H-1B,Operations Research Analyst,15-2031.00,Operations Research Analysts,Y,1,0,0,Desert Health System,00-0000004,AZ,Demo City,AZ,129000.0,Year,111300.0,Year,,N,N
I-200-2025-00131,Certified,2025-04-07,H-1B,Software Developer,15-1252.00,Software Developers,Y,2,1,0,Desert Health System,00-0000004,AZ,Demo City,AZ,93100.0,Year,78600.0,Year,II,N,N
I-200-2025-00132,Certified,2024-12-18,H-1B,Software Developer,15-1252.00,Software Developers,Y,1,0,1,Blue River Logistics LLC,00-0000001,TX,Demo City,TX,107000.0,Year,102700.0,Year,II,N,N
I-200-2025-00133,Certified,2025-02-09,H-1B,Industrial Engineer,17-2112.00,Industrial Engineers,Y,2,1,1,"Acme Analytics, Inc.",00-0000000,AZ,Demo City,AZ,118700.0,Year,114200.0,Year,II,N,N
I-200-2025-00134,Certified,2025-03-23,H-1B,Operations Research Analyst,15-2031.00,Operations Research Analysts,Y,2,1,0,Blue River Logistics LLC,00-0000001,TX,Demo City,TX,96400.0,Year,89400.0,Year,III,N,N
I-200-2025-00135,Certified,2025-06-05,H-1B,Industrial Engineer,17-2112.00,Industrial Engineers,Y,1,0,0,Quantfield Capital L.P.,00-0000002,NY,Demo City,NY,69200.0,Year,66200.0,Year,III,N,N
I-200-2025-00136,Certified,2025-01-05,H-1B,Data Scientist,15-2051.00,Data Scientists,Y,1,1,0,Quantfield Capital L.P.,00-0000002,NY,Demo City,NY,94400.0,Year,84700.0,Year,,N,N
I-200-2025-00137,Certified,2025-02-17,H-1B,Software Developer,15-1252.00,Software Developers,Y,1,1,0,Quantfield Capital L.P.,00-0000002,NY,Demo City,NY,120300.0,Year,116700.0,Year,,N,N
I-200-2025-00138,Certified,2025-02-12,H-1B,Industrial Engineer,17-2112.00,Industrial Engineers,Y,1,0,0,Northstar Consulting Corp,00-0000003,IL,Demo City,IL,103300.0,Year,97000.0,Year,I,N,N
I-200-2025-00139,Certified,2025-02-26,H-1B,Data Scientist,15-2051.00,Data Scientists,Y,1,0,0,Northstar Consulting Corp,00-0000003,IL,Demo City,IL,109600.0,Year,93000.0,Year,I,N,N
I-200-2025-00140,Certified,2025-05-17,H-1B,Data Scientist,15-2051.00,Data Scientists,Y,1,1,1,Northstar Consulting Corp,00-0000003,IL,Demo City,IL,83400.0,Year,76500.0,Year,,N,N
I-200-2025-00141,Certified,2025-01-06,E-3 Australian,Data Scientist,15-2051.00,Data Scientists,Y,1,1,1,Quantfield Capital L.P.,00-0000002,NY,Demo City,NY,107900.0,Year,100500.0,Year,I,N,N
I-200-2025-00142,Certified,2025-08-17,H-1B,Financial and Investment Analyst,13-2051.00,Financial and Investment Analysts,Y,2,0,1,Quantfield Capital L.P.,00-0000002,NY,Demo City,NY,119600.0,Year,100500.0,Year,,N,N
I-200-2025-00143,Certified,2025-07-09,H-1B,Financial and Investment Analyst,13-2051.00,Financial and Investment Analysts,Y,1,1,1,Desert Health System,00-0000004,AZ,Demo City,AZ,105700.0,Year,104300.0,Year,II,N,N
I-200-2025-00144,Certified,2025-09-25,H-1B,Financial and Investment Analyst,13-2051.00,Financial and Investment Analysts,Y,1,1,1,Desert Health System,00-0000004,AZ,Demo City,AZ,143200.0,Year,137600.0,Year,I,N,N
I-200-2025-00145,Certified,2024-11-25,H-1B,Data Scientist,15-2051.00,Data Scientists,Y,1,0,0,Northstar Consulting Corp,00-0000003,IL,Demo City,IL,100800.0,Year,83600.0,Year,,N,N
I-200-2025-00146,Certified,2025-02-06,E-3 Australian,Software Developer,15-1252.00,Software Developers,Y,1,1,0,"Acme Analytics, Inc.",00-0000000,AZ,Demo City,AZ,84200.0,Year,71100.0,Year,III,N,N
I-200-2025-00147,Certified,2025-03-28,H-1B,Industrial Engineer,17-2112.00,Industrial Engineers,Y,1,0,0,Quantfield Capital L.P.,00-0000002,NY,Demo City,NY,72600.0,Year,58100.0,Year,,N,N
I-200-2025-00148,Certified,2025-03-29,H-1B,Operations Research Analyst,15-2031.00,Operations Research Analysts,Y,2,0,1,Desert Health System,00-0000004,AZ,Demo City,AZ,128000.0,Year,126400.0,Year,II,N,N
I-200-2025-00149,Certified,2025-03-09,H-1B,Software Developer,15-1252.00,Software Developers,Y,1,1,1,Northstar Consulting Corp,00-0000003,IL,Demo City,IL,103800.0,Year,86700.0,Year,,N,N
I-200-2025-00150,Certified,2024-12-27,H-1B,Operations Research Analyst,15-2031.00,Operations Research Analysts,Y,1,1,0,"Acme Analytics, Inc.",00-0000000,AZ,Demo City,AZ,125200.0,Year,121000.0,Year,I,N,N
I-200-2025-00151,Certified,2025-09-20,H-1B,Operations Research Analyst,15-2031.00,Operations Research Analysts,Y,1,1,1,Quantfield Capital L.P.,00-0000002,NY,Demo City,NY,114200.0,Year,103000.0,Year,III,N,N
I-200-2025-00152,Certified,2025-09-18,H-1B,Operations Research Analyst,15-2031.00,Operations Research Analysts,Y,1,1,1,Quantfield Capital L.P.,00-0000002,NY,Demo City,NY,137500.0,Year,111600.0,Year,I,N,N
I-200-2025-00153,Certified,2024-11-09,H-1B,Financial and Investment Analyst,13-2051.00,Financial and Investment Analysts,Y,2,1,0,Desert Health System,00-0000004,AZ,Demo City,AZ,130300.0,Year,109700.0,Year,I,N,N
I-200-2025-00154,Certified,2025-09-23,H-1B,Software Developer,15-1252.00,Software Developers,Y,2,1,0,Quantfield Capital L.P.,00-0000002,NY,Demo City,NY,97400.0,Year,82900.0,Year,I,N,N
I-200-2025-00155,Certified,2025-04-22,H-1B,Industrial Engineer,17-2112.00,Industrial Engineers,Y,1,0,0,Blue River Logistics LLC,00-0000001,TX,Demo City,TX,110500.0,Year,105300.0,Year,IV,N,N
I-200-2025-00156,Denied,2025-05-21,H-1B,Operations Research Analyst,15-2031.00,Operations Research Analysts,Y,1,1,0,"Acme Analytics, Inc.",00-0000000,AZ,Demo City,AZ,126700.0,Year,110700.0,Year,I,N,N
I-200-2025-00157,Certified,2024-12-19,H-1B,Financial and Investment Analyst,13-2051.00,Financial and Investment Analysts,Y,1,1,1,Northstar Consulting Corp,00-0000003,IL,Demo City,IL,80300.0,Year,66500.0,Year,II,N,N
I-200-2025-00158,Denied,2025-07-27,H-1B,Financial and Investment Analyst,13-2051.00,Financial and Investment Analysts,Y,2,1,0,Desert Health System,00-0000004,AZ,Demo City,AZ,134000.0,Year,132600.0,Year,,N,N
I-200-2025-00159,Certified,2025-09-08,H-1B,Software Developer,15-1252.00,Software Developers,Y,2,1,0,Quantfield Capital L.P.,00-0000002,NY,Demo City,NY,129200.0,Year,116700.0,Year,I,N,N
I-200-2025-00160,Certified,2025-06-17,H-1B,Data Scientist,15-2051.00,Data Scientists,Y,2,1,0,"Acme Analytics, Inc.",00-0000000,AZ,Demo City,AZ,124700.0,Year,101400.0,Year,III,N,N
I-200-2025-00161,Certified,2024-11-15,H-1B,Industrial Engineer,17-2112.00,Industrial Engineers,Y,2,0,0,"Acme Analytics, Inc.",00-0000000,AZ,Demo City,AZ,101000.0,Year,100500.0,Year,II,N,N
I-200-2025-00162,Denied,2024-12-01,H-1B,Financial and Investment Analyst,13-2051.00,Financial and Investment Analysts,Y,1,1,1,Northstar Consulting Corp,00-0000003,IL,Demo City,IL,111000.0,Year,103800.0,Year,I,N,N
I-200-2025-00163,Certified,2025-08-26,H-1B,Software Developer,15-1252.00,Software Developers,Y,1,0,0,Blue River Logistics LLC,00-0000001,TX,Demo City,TX,82700.0,Year,73500.0,Year,IV,N,N
I-200-2025-00164,Certified,2025-07-20,H-1B,Software Developer,15-1252.00,Software Developers,Y,1,0,0,Quantfield Capital L.P.,00-0000002,NY,Demo City,NY,106200.0,Year,88100.0,Year,IV,N,N
I-200-2025-00165,Certified,2025-05-21,H-1B,Operations Research Analyst,15-2031.00,Operations Research Analysts,Y,1,1,0,Desert Health System,00-0000004,AZ,Demo City,AZ,93300.0,Year,87600.0,Year,III,N,N
I-200-2025-00166,Certified,2025-06-12,H-1B,Data Scientist,15-2051.00,Data Scientists,Y,1,1,0,Blue River Logistics LLC,00-0000001,TX,Demo City,TX,106700.0,Year,87400.0,Year,,N,N
I-200-2025-00167,Certified,2024-12-08,H-1B,Operations Research Analyst,15-2031.00,Operations Research Analysts,Y,2,1,0,Northstar Consulting Corp,00-0000003,IL,Demo City,IL,95100.0,Year,93900.0,Year,IV,N,N
I-200-2025-00168,Certified,2025-08-18,E-3 Australian,Operations Research Analyst,15-2031.00,Operations Research Analysts,Y,1,0,1,"Acme Analytics, Inc.",00-0000000,AZ,Demo City,AZ,110700.0,Year,105200.0,Year,I,N,N
I-200-2025-00169,Certified,2025-02-27,E-3 Australian,Operations Research Analyst,15-2031.00,Operations Research Analysts,Y,1,0,1,"Acme Analytics, Inc.",00-0000000,AZ,Demo City,AZ,128600.0,Year,121200.0,Year,IV,N,N
I-200-2025-00170,Certified,2025-01-14,H-1B,Software Developer,15-1252.00,Software Developers,Y,2,0,0,"Acme Analytics, Inc.",00-0000000,AZ,Demo City,AZ,78800.0,Year,75200.0,Year,,N,N
I-200-2025-00171,Certified,2025-01-08,H-1B,Software Developer,15-1252.00,Software Developers,Y,2,0,1,Blue River Logistics LLC,00-0000001,TX,Demo City,TX,123500.0,Year,120100.0,Year,III,N,N
I-200-2025-00172,Certified,2025-05-05,H-1B,Financial and Investment Analyst,13-2051.00,Financial and Investment Analysts,Y,1,1,0,Quantfield Capital L.P.,00-0000002,NY,Demo City,NY,65200.0,Year,58300.0,Year,IV,N,N
I-200-2025-00173,Certified,2025-03-21,H-1B,Software Developer,15-1252.00,Software Developers,Y,2,0,1,"Acme Analytics, Inc.",00-0000000,AZ,Demo City,AZ,61800.0,Year,59500.0,Year,III,N,N
I-200-2025-00174,Certified,2024-12-17,H-1B,Industrial Engineer,17-2112.00,Industrial Engineers,Y,1,0,1,Northstar Consulting Corp,00-0000003,IL,Demo City,IL,102600.0,Year,84300.0,Year,III,N,N
I-200-2025-00175,Certified - Withdrawn,2025-07-24,H-1B,Operations Research Analyst,15-2031.00,Operations Research Analysts,Y,1,1,1,Desert Health System,00-0000004,AZ,Demo City,AZ,105100.0,Year,98800.0,Year,IV,N,N
I-200-2025-00176,Certified,2025-03-08,H-1B,Industrial Engineer,17-2112.00,Industrial Engineers,Y,1,1,0,Quantfield Capital L.P.,00-0000002,NY,Demo City,NY,113900.0,Year,108200.0,Year,II,N,N
I-200-2025-00177,Certified,2025-03-23,H-1B,Industrial Engineer,17-2112.00,Industrial Engineers,Y,1,0,1,"Acme Analytics, Inc.",00-0000000,AZ,Demo City,AZ,72100.0,Year,60700.0,Year,IV,N,N
I-200-2025-00178,Certified,2025-05-14,H-1B,Industrial Engineer,17-2112.00,Industrial Engineers,Y,1,1,1,Desert Health System,00-0000004,AZ,Demo City,AZ,103800.0,Year,85400.0,Year,IV,N,N
I-200-2025-00179,Certified,2025-09-20,H-1B,Industrial Engineer,17-2112.00,Industrial Engineers,Y,1,1,0,"Acme Analytics, Inc.",00-0000000,AZ,Demo City,AZ,107500.0,Year,105700.0,Year,IV,N,N
I-200-2025-00180,Certified,2025-03-25,H-1B,Financial and Investment Analyst,13-2051.00,Financial and Investment Analysts,Y,1,1,0,Quantfield Capital L.P.,00-0000002,NY,Demo City,NY,130100.0,Year,127300.0,Year,I,N,N
I-200-2025-00181,Certified,2025-08-25,H-1B,Software Developer,15-1252.00,Software Developers,Y,1,1,1,Desert Health System,00-0000004,AZ,Demo City,AZ,102900.0,Year,84600.0,Year,II,N,N
I-200-2025-00182,Withdrawn,2025-03-14,H-1B,Software Developer,15-1252.00,Software Developers,Y,1,1,1,Blue River Logistics LLC,00-0000001,TX,Demo City,TX,115600.0,Year,106100.0,Year,,N,N
I-200-2025-00183,Certified,2024-12-17,H-1B,Data Scientist,15-2051.00,Data Scientists,Y,2,1,0,Quantfield Capital L.P.,00-0000002,NY,Demo City,NY,85500.0,Year,71500.0,Year,II,N,N
I-200-2025-00184,Withdrawn,2025-05-27,H-1B,Data Scientist,15-2051.00,Data Scientists,Y,2,0,1,Blue River Logistics LLC,00-0000001,TX,Demo City,TX,101200.0,Year,85100.0,Year,III,N,N
I-200-2025-00185,Certified,2024-11-17,H-1B,Industrial Engineer,17-2112.00,Industrial Engineers,Y,1,1,1,Blue River Logistics LLC,00-0000001,TX,Demo City,TX,96100.0,Year,94700.0,Year,IV,N,N
I-200-2025-00186,Certified,2025-01-14,H-1B,Data Scientist,15-2051.00,Data Scientists,Y,1,1,0,Blue River Logistics LLC,00-0000001,TX,Demo City,TX,119100.0,Year,111100.0,Year,IV,N,N
I-200-2025-00187,Certified,2025-06-04,H-1B,Data Scientist,15-2051.00,Data Scientists,Y,1,0,0,"Acme Analytics, Inc.",00-0000000,AZ,Demo City,AZ,85200.0,Year,81100.0,Year,IV,N,N
I-200-2025-00188,Certified,2025-05-04,H-1B,Industrial Engineer,17-2112.00,Industrial Engineers,Y,1,0,0,Northstar Consulting Corp,00-0000003,IL,Demo City,IL,88300.0,Year,75600.0,Year,III,N,N
I-200-2025-00189,Certified,2025-02-07,H-1B,Operations Research Analyst,15-2031.00,Operations Research Analysts,Y,1,1,1,Blue River Logistics LLC,00-0000001,TX,Demo City,TX,116500.0,Year,111300.0,Year,IV,N,N
I-200-2025-00190,Certified,2024-10-28,H-1B,Operations Research Analyst,15-2031.00,Operations Research Analysts,Y,1,1,0,Desert Health System,00-0000004,AZ,Demo City,AZ,140800.0,Year,131500.0,Year,,N,N
I-200-2025-00191,Denied,2025-01-04,H-1B,Industrial Engineer,17-2112.00,Industrial Engineers,Y,2,1,0,Blue River Logistics LLC,00-0000001,TX,Demo City,TX,112700.0,Year,98000.0,Year,II,N,N
I-200-2025-00192,Certified,2025-04-24,H-1B,Industrial Engineer,17-2112.00,Industrial Engineers,Y,1,1,0,Northstar Consulting Corp,00-0000003,IL,Demo City,IL,111100.0,Year,99900.0,Year,II,N,N
I-200-2025-00193,Certified,2025-08-30,H-1B,Operations Research Analyst,15-2031.00,Operations Research Analysts,Y,1,0,1,Quantfield Capital L.P.,00-0000002,NY,Demo City,NY,98100.0,Year,83400.0,Year,I,N,N
I-200-2025-00194,Certified,2025-09-01,H-1B,Industrial Engineer,17-2112.00,Industrial Engineers,Y,1,1,1,Northstar Consulting Corp,00-0000003,IL,Demo City,IL,126800.0,Year,116500.0,Year,II,N,N
I-200-2025-00195,Certified,2025-04-27,H-1B,Industrial Engineer,17-2112.00,Industrial Engineers,Y,1,1,0,"Acme Analytics, Inc.",00-0000000,AZ,Demo City,AZ,115800.0,Year,97000.0,Year,IV,N,N
I-200-2025-00196,Certified,2024-11-19,H-1B,Financial and Investment Analyst,13-2051.00,Financial and Investment Analysts,Y,1,1,0,Desert Health System,00-0000004,AZ,Demo City,AZ,139700.0,Year,124300.0,Year,II,N,N
I-200-2025-00197,Certified,2025-01-05,H-1B,Data Scientist,15-2051.00,Data Scientists,Y,2,1,0,"Acme Analytics, Inc.",00-0000000,AZ,Demo City,AZ,111600.0,Year,108400.0,Year,I,N,N
I-200-2025-00198,Certified,2025-02-10,H-1B,Operations Research Analyst,15-2031.00,Operations Research Analysts,Y,1,1,1,Desert Health System,00-0000004,AZ,Demo City,AZ,86000.0,Year,80100.0,Year,III,N,N
I-200-2025-00199,Certified,2025-04-21,H-1B,Financial and Investment Analyst,13-2051.00,Financial and Investment Analysts,Y,1,1,0,Blue River Logistics LLC,00-0000001,TX,Demo City,TX,93600.0,Year,86200.0,Year,IV,N,N
I-200-2025-00002,Certified,2024-11-30,H-1B,Industrial Engineer,17-2112.00,Industrial Engineers,Y,1,1,0,"Acme Analytics, Inc.",00-0000000,AZ,Demo City,AZ,133900.0,Year,112400.0,Year,IV,N,N
